Job_ID,Job_Role,Job_Company,Job_Description,URL,Date,Remote,Tools,Years_of_Experience
YB_cd5pJpDXGD4FoAAAAAA==,Data Analyst,Agoda,"About Agoda  Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.  THIS ROLE IS BASED IN BANGKOK, THAILAND (WITH RELOCATION PROVIDED)  Location: Bangkok, Thailand (*Not open for remote work.)  About Agoda  Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.  Get to Know our Team:  As part of the Supply Analytics Team, you will be responsible for identifying new partners and opportunities, cultivating a relationship with them, and working together with them to deliver the best outcome for our end customers. You would also be responsible with managing the day to day interaction with the partner and working closely with other teams within Agoda to ensure the partners needs are met.  We design tailored business and product solutions with our partners and help them generate measurable value. Members of our team are empowered and supported to grow their market(s) or accounts. We develop win-win relationships and leverage Agoda’s unique accommodations portfolio and tech solutions to bring our partners the advantages they seek. Utilizing our strong brand and resources, we build new channels to increase the visibility of Agoda, introduce more travelers to our great products and service and deliver significant revenues to the overall business.  The Opportunity:  As an Analyst/Senior Analyst, you will report directly to either the Senior Manager or Associate Director within the Supply Department and this will be an individual contributor role. You will be responsible and fully empowered to work with the partners on the ground. You will be supported by a team within the Supply department and work closely with other Team members within Agoda.  In this Role, you’ll get to: • Translate internal briefs into analytical projects (to include refining the initial brief and asking the ‘right questions’, working through potential hypotheses and storyboarding the output) • Use and analyze data from multiple large-scale data warehouses and present statistically strong analysis to a wide range of business stakeholders • Proactively identify opportunities for growth within supply and the wider business • Drive new analytical initiatives and projects aimed at improving organizational efficiency and shaping Agoda supply • Identify, support, and lead projects aimed at scaling up the way the Supply organization leverages on data, insights, and intelligence • Automate manual operational processes and present back on time savings gained through modernization of business operations  What you’ll Need to Succeed: • At least 3-5+ years of experience working as an Analyst with experience in analytics/data science/insights/strategy/BI • Advanced working knowledge and hands-on experience in SQL • Strong knowledge and hands-on experience in data visualization tools such as Tableau (preferably) • Expert domain of data analysis and data visualization tools and software such as Excel, Python (or R) • Bachelor’s degree ideally in a business or quantitative subject (e.g. computer science, mathematics, engineering, science, economics or finance) • A good understanding of statistical modelling knowledge or any machine learning technique knowledge (such as hypothesis testing, regression, logistic regression, random forest, etc.) • Good stakeholder management experience. Comfortable presenting to senior leadership and C-suite • Experience in conducting A/B testing experimentation • Strong experience in finding data insights and provide business recommendation to the business • A hacker’s mindset – the ability to build simple but clever and elegant solutions to new problems within significant resource, operational and time constraints through deep understanding of the business, creative problem solving, and a wide range of expertise in data, analytics, automation, programming, and prototyping • Excellent communicator with superior written, verbal, presentation and interpersonal communication skills • Data driven in both decision making and performance measurement • Extreme comfort in ambiguous, fast-paced environment • Ability to multi-task, prioritize and coordinate resources  It’s Great if you Have: • MBA or Masters in a quantitative subject (e.g. computer science, mathematics, engineering, science, economics or finance) • Program management certifications (e.g. PMI, PRINCE2) to compliment your program management experience • Asian market experience • Travel industry / e-commerce / tech / consulting experience. #sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #washdc #tirana #yerevan #sydney #melbourne #perth #vienna #graz #baku #minsk #brussels #antwerp #ghent #charleroi #saopaolo #sofia #toronto #vancouver #montreal #shanghai #beijing #shenzhen #zagreb #cyprus #prague #Brno #Ostrava #copenhagen #cairo #alexandria #giza #estonia #helsinki #paris #nice #marseille #rouen #lyon #toulouse #tbilisi #berlin #munich #hamburg #stuttgart #cologne #frankfurt #dusseldorf #dortmund #essen #Bremen #leipzig #dresden #hanover #nuremberg #athens #hongkong #budapest #bangalore #newdelhi #jakarta #bali #bandung #dublin #telaviv #milan #rome #naples #turin #palermo #venice #bologna #florence #tokyo #osaka #yokohama #nagoya #okinawa #fukuoka #sapporo #amman #irbid #riga #beirut #tripoli #vilnius #luxembourg #kualalumpur #malta #chisinau #amsterdam #oslo #jerusalem #manila #warsaw #krakow #sintra #porto #braga #cascais #loures #amadora #almada #doha #alrayyan #bucharest #moscow #saintpetersburg #riyadh #jeddah #mecca #medina #belgrade #singapore #bratislava #capetown #johannesburg #seoul #barcelona #madrid #valencia #seville #bilbao #malaga #oviedo #alicante #laspalmas #zaragozbanga #stockholm #zurich #geneva #basel #taipei #tainan #taichung #kaohsiung #Phuket #bangkok #istanbul #ankara #izmir #dubai #abudhabi #sharjah #london #manchester #edinburgh #kiev #hcmc #hanoi #sanaa #taiz #aden #gibraltar #marrakech #lodz #wroclaw #poznan #Gdansk #szczecin #bydgoszcz #lublin #katowice #rio #salvador #fortaleza #brasilia #belo #belem #manaus #curitiba #portoalegre #saoluis  Equal Opportunity Employer  At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.  We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .  To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=YB_cd5pJpDXGD4FoAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","R, C, Tableau, SQL, Excel, Python, Analytics, BI",['5']
vHW01cr1zaO4K-qjAAAAAA==,Data Analyst,Cognizant Technology Solutions,"Cognizant Technology Solutions is a North American IT multinational company based in New Jersey that has been in Brazil for 11 years, with offices in Sao Paulo and Curitiba. We currently have a team of almost one thousand and five hundred associates, but we continue to grow exponentially and look for new talents who are interested in a career opportunity in one of the largest IT companies in the world.  We operate on several fronts: Digital Business, Digital Operations, Digital Systems and Technology (infrastructure, SAP, Mulesoft, QE&A, among others).  Our company believes in the power of diversity and inclusion, and it was this belief that has led us to win several awards, such as GPTW and Top Employer in recent years. In our hiring, we only take into account the candidate's talent and willingness to be part of the digital transformation of our clients, regardless of gender, sexual orientation, ethnicity or religion. For us, the empowerment of our employees is very important, as we believe that our team is able to contribute to the constant evolution that we experience on a daily basis.  Trainee  Be open to developing customer service skills (back office / front office) - Build the ability to communicate with internal and external customers Creating support materials, such as step-by-step tutorials etc. Basic skills in the Office package - Excel, Word, Power Point Helpful attitude - Proactive identification - Understanding of simple processes. Ability to interact with teams and work in groups - Knowledge of basic customer service indicators Providing support and assistance to meet established deadlines.  What are we offering?  Support in the development of your career, portal with several online courses in addition to the best market benefits such as: Pension Plan, Medical and Dental Plan, Meal voucher, Transportation voucher and Variable pay, remote, onsite and hybrid work.  We are a company that values, take cares of and cares about the health and well-being of its employees. In addition to the conventional benefits, we provide the Employee Assistance Program with confidential assistance is available to help you and your family to find solutions to personal and professional challenges.  Cognizant values diversity in our talent pool, so we encourage professionals with disabilities, LGBTQIA+, people in refugee situations, women, blacks, and professionals 50+ to apply for all of our advertised openings",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=vHW01cr1zaO4K-qjAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Excel, SAP",[]
fSAswY5QfgWR5YeVAAAAAA==,Data Analyst,Shopee,"DepartmentLegal and Finance- LevelExperienced (Individual Contributor)- LocationBrazil - São PauloThe Legal and Finance teams are pivotal in ensuring that the company is kept compliant, accountable, and primed for success with the right checks and balances. Browse our Legal and Finance team openings to see how you can make an impact with us. - Write SQL and Python code to generate financial reports. - Automate handling of financial data from different sources, such as internal databases, payment gateways and logistics companies. - Build data visualization dashboards to showcase financial data trends and issues. - Solve data problems by offering technical and business advice. - Take part in projects with other teams such as Reconciliation, Treasury, Accounts Payable, Accounts Receivable, Accounting, Tax, Controllership and Operations. - Maintain close contact with Finance Business Analysis teams in Latin America and Singapore. - Prioritize project timelines based on financial impact and compliance requirements, while maintaining high levels of data accuracy. - Think strategically and analytically about business, product and technical challenges. • *Requirements**:  - Degree holder preferably in a technical field such as Computer Science, Engineering, Statistics, etc; or degree holder in a business related field with strong skills in data analysis; - Strong knowledge in SQL, Python and Power BI. - Knowledge in Finance. - Advanced English skills. - Strong logical and analytical thinking skills. - Great verbal and written communication skills",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=fSAswY5QfgWR5YeVAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","SQL, English, Python, Power BI",[]
OSpq_pM8obIybiblAAAAAA==,Data Analyst,Talentos AlmapBBDO,"Descrição da vaga  Sobre a AlmapBBDO  QUEM SOMOS!  #1 Agência Global da Década - Cannes Lions.  Somos uma potência de criatividade e negócios que se reinventa todos os dias.  Acreditamos que a criatividade é protagonista na geração de valor para as marcas, no crescimento dos negócios dos clientes e, não menos importante, na transformação das pessoas. Porque as pessoas são o centro da cultura da agência.  Aqui na AlmapBBDO estimulamos um ambiente cada vez mais plural que permita trocas e aprendizados. Convidamos pessoas negras, LGBTQIAPN+, com deficiência, mulheres e vindas de diferentes níveis socioeconômicos, regiões e universidades do país a fazer parte do nosso time.  Este é o nosso horizonte definitivo, visto por todas as equipes de nossa agência. E é assim que construímos, dia após dia, um ambiente diverso e uma grande ideia chamada AlmapBBDO.  Venha fazer parte do nosso time!  Responsabilidades e atribuições  - Acompanhamento próximo e suporte à operação de mídia;  - Elaborar análise de desempenho de performance, identificar problemas e propor melhorias para a operação;  - Interação com times do cliente durante a participação de projetos;  - Apresentação de relatórios e análises para o cliente e demais times da agência;  - Desempenhar papel de liderança no processo analítico, da coleta de hipóteses até a apresentação das respostas;  - Colaborar com o planejamento estratégico aplicando pensamento crítico abrangente em relação à marca do cliente, suas ações e cenário competitivo, através dos dados disponíveis;  - Aumentar massa de dados disponíveis atuando em conjunto com equipe de engenharia de dados;  - Traduzir as necessidades analíticas em especificações de projetos para os especialistas (data solutions, data engineering, martech, social insights, research, etc);  - Participar das estratégias de canais, audiências e budget;  - Avaliar e trabalhar em conjunto com fornecedores externos de pesquisa e analytics;  - Apresentar aos clientes com suporte dos especialistas (social, research, etc) em uma narrativa clara e compreensível para pessoas leigas (bom storytelling PPT/Keynote);  - Acompanhar os projetos desenvolvidos pelos especialistas para assegurar cumprimento de prazos e qualidade da entrega;  - Identificar oportunidades de crescimento orgânico;  Requisitos e qualificações  - Conhecimento e experiência com Google Analytics, ferramentas de app como firebase, appsflyer e ferramentas de marketing digital: plataformas de mídia, redes sociais, plataformas de audiência;  - Experiência prévia com implementação e análise de dados com o GA Universal (GA4 diferencial);  - Abordagem propositiva para identificar e resolver problemas relacionados ao tema;  - Dados: SQL, Python, R, PowerBI/Looker Studio;  - Conceitos de marketing como jornada, funil de conversão, atribuição;  - Métricas de mídia on e off, métricas de aquisição e de negócios (desejável);  - Manipulação de dados não estruturados e semiestruturados;  - Conceito de dados primários, secundários e de terceiros.  Informações adicionais  Importante ter facilidade de comunicação com demais áreas da agência e cliente (deve ter habilidade para expor temas técnicos de maneira acessível para quem não é da área) além do senso de urgência.  A área de dados tem mais de 60 pessoas, é um time grande com um alto nível de colaboração e integração. O ambiente é leve, descontraído e receptivo a todos. Felizmente, esse não é um privilégio da área de dados, é uma característica da Almap como um todo",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=OSpq_pM8obIybiblAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","R, PowerBI, SQL, Looker, Python, Analytics, Studio",[]
1xmINgQojeh9VP_7AAAAAA==,Data Analyst,TECH MAHINDRA,"Data Engineer /Data Analyst Job Description:  - Collaborate with Business Stewards/Data Owners/SMEs from different Functional areas to understand the use cases and Data Quality requirements - Clearly articulate/document the use cases and requirements within the specified system - Discuss the solution approaches and merits/de-merits of each solution option - Build the Queries to extract/profile the data as needed by the Data Quality Rules - Employ strong coding standards for efficiency, readability, and reuse. - Participate in code review practices with Technical SMEs to ensure good quality of the deliverables - Adhere to the overall Project management practices by strictly following the required project steps, documentation, uploading and sharing - Proactively communicate the project status/progress/next steps/roadblocks (if any) - Complete the Data Quality implementation with clear definition of the achieved benefits and with appropriate documentation Minimum (Required Qualifications:  - Bachelor of Engineering in Computer Science or equivalent from an accredited university or college - Overall 5+ years IT experience and ~2-3 years of Data profiling / Data Quality experience using any of the leading Data Quality tools/platform - Good overall understanding of Oracle ERP and its major functional modules viz Finance, Costing, Inventory, Order Management, Customer, Product/PIM, Sourcing, Supply chain - Hands-on experience on PL/SQL, Databases, Data Analysis - Hands-on experience in extracting the data from source, profiling data, analyzing, and recognizing trends/patterns - Implementing queries in Big Query to populate associated tables on GCP (Google Cloud) - Experience in setting up/publishing the Data Quality Dashboards in Tableau - Highly collaborative and good team player - Highly proactive and results-oriented with excellent critical thinking skills - Good verbal and written communication skills Preferred Qualifications: - Good understanding of capabilities of Data Governance platform (Collibra) and exposure to data Lineages, metadata management, business glossary - Understanding of OBIE, OAC ReportEnglish Communicatoion - Advanced",https://www.google.com/search?q=Data+Analyst+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=1xmINgQojeh9VP_7AAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Tableau, SQL, Oracle, GCP, Big, Databases",[]
J4XYhga74F9tD-bUAAAAAA==,Data Scientist,Unilever,"Unilever is hiring a Data Scientist.  For Unilever to remain competitive in the future, the business needs to continue on the path to become data intelligent. The Data & Analytics team will persevere to make Unilever Data Intelligent, powering key decisions with data, insights, advanced analytics and AI. Our ambition is to enable democratization of data, information and insights as a completely agile organization that builds fantastic careers for our people and is accountable for delivering great work that maximizes impact and delivers growth.  This Data & Analytics function endeavours to create clear accountability for all aspects of Data Strategy, Data Management, Information Management, Analytics, and Insights. We are accountable for impact of solutions, maintaining market relevance and minimising unnecessary overlaps in analytics products, ensuring simplicity and that our solutions better meet the needs of our users. We partner with the Digital and Data Legal Counsel to ensure that our Data Defence (Privacy, Governance, Quality, etc) is well structured and sufficiently robust to use data and AI correctly throughout the enterprise. We democratize information across the business, while supporting the culture shift required for data driven decision making.  Our vision is to make Unilever data intelligent, partnering with the business to power key decisions with data, advanced analytics and AI to accelerate growth. Our 5 strategies to achieve this are: Accelerate & simplify access to relevant data, information and insights Build in-house, leading-edge data, information, insights & analytics capability Lead the data & insights culture and careers to empower employees across Unilever Rapidly embed analytics products, solutions and services to drive growth Advance Information Automation at Scale The Data Scientist is an exciting role in the Data Science Centre of Excellence (CoE) team within D&A. This team builds state of the art machine learning algorithms, maximising the impact of D&A’s solutions in driving enterprise performance. Typical initiatives include building a state of art enterprise scale demand forecasting engine, optimizing trade promotion investments, accurately forecasting customer demand, using NLP to glean insight on consumer trends from search data, and making individual assortment recommendations for each of the millions of stores that sell Unilever products. The role will work closely with a D&A functional team such as Customer Development or Supply Chain along with business stakeholders, addressing both large transformation programs and near-term business problems.  What can you expect from the role?  Forecast engine utility (FEU) is the Unilever’s inhouse AI/ML based demand & promotion forecasting solution. Data Scientist role will be responsible for regional development of this technology and own the forecast KPIs for the respective region (group of countries). Key Responsibility of this role will be to a regional data science authority and support the continuous improvement agenda of forecast KPIs and landing global Innovation to responsible region.  Key Responsibility: • Develop and Govern data science process and model Change landscape for enterprise level one-forest solution together with business team such as digital supply chain, integrated customer development team and Build partners • Work as technical design authority for forecast engine rollout • Technical due diligence of market DS work. Advanced knowledge on building and implanting scalable forecasting solution • Perform FEU forecast model diagnosis during development phase • Track model features and periodically evaluate model performance KPIs • Identify key gaps early on in development on data, feature or model which may lead to poor performance in parallel run • Push global DS model guideline/governance during project phase • Identify and proposed continuous improvement plan from FEU re-usable module (FEU LEGO) • Training and supervising build team on global forecasting library (LEU-LEGO) and strengthening technical gaps in global library by customizing the same as per region specific data and model requirements. • Write efficient and well-organized ML based software to ship products in an iterative, continual-release environment. • Engaging in strategic discussions to identify problems while measuring and improving the quality of workflows. Identify and implement opportunities to improve tooling and implementation of scalable solutions • Working in an agile environment with globally distributed teams.  To do this job successfully, you will need expert level skills in Timeseries models, Machine Learning, and strong hold of object-oriented programming with large data. Experience in enterprise level ML product development is required.  Key accountabilities: • Development & Deployment of state of art ML/AI models for timeseries demand forecasting • Evaluation of FEU market models as per global data science design • Provide new solutions to enhance the FEU demand forecast for new products, baseline, promotion lift and total forecast • Lead pilots and experiments to improve forecasting performance and scope • Industrialise and automate model build and run • Design and lead integration builds and testing • Implementation of scalable data science solution with market explainability features • Manage forecast run performance to achieve forecast accuracy, bias and no touch adoption targets • Responsible for technical strengthening of market data science models • Interact with relevant teams to identify business challenges where data science can help • Apply comprehensive data science knowledge to propose optimal techniques for key business challenges • Create detailed data science proposals and project plans, flagging any limitations of proposed solution • Design and prototype experimental solutions, particularly machine learning models • Facilitate industrialization and ongoing operation of solutions through well organised code, clear documentation and collaboration with ML Ops resources • Represent Data Science in cross-functional governance of projects, engaging with stakeholders up to Director level • Highlight recent developments in data science capability which could solve additional challenges • Lead a team of up to 1-2 data scientists / interns (WL2A), providing career mentorship and line management • Provide technical guidance to data scientists across D&A, particularly on the projects you lead • Support the growth of D&A’s data science capability by contributing to activities such as tool and vendor selection, best practice definition, recruitment, and creation of training materials • Build the reputation of D&A’s data science capability within Unilever and externally, through activities such as community engagement (e.g. Yammer), publications or blogs • Provide ad-hoc & immediate support to the business when needed (for example Covid-19 crisis support)  Depending on the specific project, the Senior Data Scientist can expect 80-90% of their work to be hands-on prototyping solutions, with the remainder spent planning and designing, overseeing and reviewing work of project staff, interfacing with stakeholders and managing team members.  Experience and qualifications required:  Key technical Skills: • Machine learning • Statistical modelling • Forecasting • Explainable ML/AI • Python/Pyspark coding • Data science platform tools e.g. MS Azure, Databricks • Deep learning (temporal & spatial learning) • Collaborative development using Git repos • Automated Machine Learning platforms  Why Unilever?  Unilever is the place where you can bring your purpose to life with the work you do – creating a better business and a better world. You'll work on brands that are loved and that improve the lives of our consumers and the communities around us. You'll lead innovations, big and small, that will grow our business and win. You will learn from brilliant leaders and colleagues who provide guidance and inspiration so you can become a better person.  A Unilever é uma organização comprometida com equidade, inclusão e diversidade para impulsionar nossos resultados de negócios e criar um futuro melhor, a cada dia, para nossos diversos funcionários, consumidores globais, parceiros e comunidades. Acreditamos que uma força de trabalho diversificada nos permite igualar nossas ambições de crescimento e impulsionar a inclusão em todo o negócio. Na Unilever estamos interessados em cada indivíduo trazendo seu ""Eu como um todo"" para o trabalho e isso inclui você! Assim, se você precisar de algum suporte ou requisitos de acesso, nós o encorajamos a nos aconselhar no momento de sua inscrição para que possamos apoiá-lo através de sua jornada de recrutamento",https://www.google.com/search?q=Data+Scientist+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=J4XYhga74F9tD-bUAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Azure, NLP, Databricks, Python, Analytics, Git",[]
St4JggB7R1UyvahHAAAAAA==,Data Scientist,XP Inc.,">> Sobre a vaga  Como parte do time de Data Science você estará no Centro de Excelência Operacional (COE) da XP Inc., com foco em alavancar resultados através de Dados.  >> Para esta vaga, é essencial: • Pré-requisitos para candidatura: • Ter a nossa cultura • Conhecimentos de SQL e vivência com programação em Python. • Mapeamento de dados (pensar e definir a estrutura de dados que deverá ser coletada para criação de modelos) • Capacidade de estruturar problemas de negócio ambíguos em soluções data-driven • Sólidos conhecimentos de estatística  Desejável, mas não eliminatório: • Entendimento dos processos de ETL • Experiência com modelos estatísticos e de aprendizado de máquina • Uso de git para versionamento de código • Inglês (reading and listening)  Diferenciais: • Conhecimento de nuvem (preferencialmente Azure) • Conhecimento em arquitetura e uso de dados para App; • Conhecimento e experiência com produtos do mercado financeiro brasileiro    “Se te oferecem um lugar em um foguete, não pergunte qual é o assento, apenas embarque.”  Sheryl Sandberg",https://www.google.com/search?q=Data+Scientist+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=St4JggB7R1UyvahHAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","SQL, Python, Azure",[]
lCg6hoW657D9bEqyAAAAAA==,Data Scientist,Signifyd,"The Data Science team at Signifyd builds the models that power our fraud detection engine. Our machine learning pipeline keeps us one step ahead of fraudsters and their constantly evolving tactics and our research and experiments develop into new products that improve the merchant payments experience.  We expect our data scientists to be hands-on. We carry solutions from a brainstorm to experimentation and all the way to deployment. We’re a varied group with a diversity of strengths -- some team members came to us from academic backgrounds, others from engineering, some from big companies and some from small, but all of us are curious and collaborative.  We are looking for someone who embodies our company values:  Curious and Hungry: Be willing to do research and design experiments by being hands-on  Tenacious: Creating something new is hard work, and our Data Scientist team never gives up  Customer Passion: Be the backbone to our platform, and help us stay ahead of fraudsters  Design for Scale: Work with the rest of the Data Science team to make fraud protection at scale possible  Agile: Some days you may spend doing research and designing experiments while others are spent using your analytical toolbox to surface insights into real-time fraud attacks.  Roll Up Your Sleeves: Partner closely internally to learn from others, and succeed as a team  How you’ll have an impact: • Building production machine learning models that identify fraud • Designing new algorithms that optimize all the key components of the Signifyd Commerce Protection Platform • Writing production and offline analytical code in Python and Java • Researching real-time emerging fraud patterns with the Risk Analysis team • Working with distributed data pipelines • Communicating complex ideas effectively to a variety of audiences • Collaborating with engineering teams to continuously strengthen our machine learning pipeline • Mentoring other members of the team  Past experience you’ll need: • Bachelor's degree in computer science, applied mathematics, economics, or an analytical field • An advanced degree (M.S. or Ph.D) in an analytical field is a plus • At least 3+ years of experience • Hands-on statistical analysis with a solid fundamental understanding • Designing experiments and collecting data • Writing code and reviewing others’ in a shared codebase, preferably in Python and Java • Practical SQL knowledge • Familiarity with the Linux command line • Fluent in English  Experience we love to see: • Data analysis in a distributed environment • Passion for writing well-tested production-grade code • Using visualizations to communicate analytical results to stakeholders outside your team • Previous work in fraud, payments, or e-commerce  #LI-Remote  Signifyd focuses on E-Commerce. Their company has offices in San Jose. They have a large team that's between 201-500 employees.  You can view their website at https://signifyd.com",https://www.google.com/search?q=Data+Scientist+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=lCg6hoW657D9bEqyAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"São Paulo, SP","Platform, SQL, English, Python, Java",['3']
M_oTh_ley47D4XJLAAAAAA==,Data Scientist,Token Metrics,"Token Metrics is searching for a highly capable machine learning engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities.  As a machine learning engineer, you should demonstrate solid data science knowledge and experience.  A first-class machine learning engineer will be someone whose expertise translates into the enhanced performance of predictive models.  Responsibilities • Consulting with the manager to determine and refine machine learning objectives • Designing machine learning systems and self-running artificial intelligence (AI) to automate predictive models • Transforming data science prototypes and applying appropriate ML algorithms and tools • Ensuring that algorithms generate accurate user recommendations • Solving complex problems with multi-layered data sets, as well as optimizing existing machine learning libraries and frameworks • Developing ML algorithms to analyze huge volumes of historical data to make predictions • Stress testing, performing statistical analysis, and interpreting test results for all market conditions • Documenting machine learning processes • Keeping abreast of developments in machine learning  Requirements • Bachelor's degree in computer science, data science, mathematics, or a related field • Master’s degree in computational linguistics, data science, data analytics, or similar will be advantageous • At least two years' experience as a machine learning engineer • Advanced proficiency with Python, Java, and R code • Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture • In-depth knowledge of mathematics, statistics, and algorithms • Superb analytical and problem-solving abilities • Great communication and collaboration skills • Excellent time management and organizational abilities  About Token Metrics  Token Metrics helps crypto investors build profitable portfolios using artificial intelligence based crypto indices, rankings, and price predictions.  Token Metrics has a diverse set of customers, from retail investors and traders to crypto fund managers, in more than 50 countries",https://www.google.com/search?q=Data+Scientist+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=M_oTh_ley47D4XJLAAAAAA%3D%3D&fpstate=tldetail,2023-11-03,Remote,"Python, R, Java",[]
vi0-OOM5MurcnjX1AAAAAA==,Data Scientist,EMPREGARA,"At Fintech Company (Permanent), in PortugalSalary:  ¬30.000 - ¬50.000Expires at:  2027-06-18Remote policy: Full remoteWe are cutting-edge fintech company that revolutionizes financial management. Our innovative platform combines advanced technology with personalized financial insights, empowering individuals and businesses to make informed decisions, optimize investments, and achieve their financial goals. With secure data analytics and seamless user experiences, we bring simplicity and efficiency to the world of finance, empowering you to navigate the complexities of the financial landscape with confidence. As a Data Scientist, you will play a pivotal role in analyzing complex financial data, developing predictive models, and contributing to data-driven decision-making. Our company fosters a collaborative and innovative environment, where your expertise will drive meaningful impacts on our cutting-edge financial solutions. Responsibilities:Design and implement machine learning models, algorithms, and statistical analyses to extract insights from complex datasets. Develop data pipelines and automated processes for data collection, cleaning, preprocessing, and integration. Perform exploratory data analysis and generate visualizations to communicate findings effectively. Build predictive models and perform advanced statistical analysis to support decision-making processes. Conduct A/B testing and other experiments to evaluate model performance and validate hypotheses. Stay up-to-date with the latest industry trends, techniques, and tools in data science and machine learning. Communicate findings and insights to both technical and non-technical stakeholders through clear and concise reports, presentations, and visualizations. Contribute to the development and improvement of our data infrastructure, ensuring scalability, reliability, and efficiency. Main requirementsMinimum of 2 years of professional experience as a Data ScientistProficiency in programming languages such as Python or R for data manipulation, analysis, and modeling. Solid understanding of machine learning algorithms, statistical modeling, and data analysis techniques. Experience with data visualization tools (e.g., Matplotlib, Seaborn, Plotly) to effectively communicate insights. Familiarity with SQL and databases for data extraction and manipulation. Knowledge of data preprocessing techniques (e.g., feature engineering, outlier detection) and data cleaning methods. Strong problem-solving skills and the ability to work with large and complex datasets. Benefits & PerksHighly competitive salary and comprehensive benefits package. Flexible working hours Collaborative and inclusive work environment that values creativity and innovation. Opportunities for professional growth and career advancement within a rapidly expanding organization. Access to cutting-edge technologies and tools to support your data science initiatives. Work-life balance and a supportive culture that values your personal well-being",https://www.google.com/search?q=Data+Scientist+jobs&ibp=htl;jobs#htivrt=jobs&htidocid=vi0-OOM5MurcnjX1AAAAAA%3D%3D&fpstate=tldetail,2023-11-03,"Santo André, SP","Matplotlib, Plotly, Seaborn, R, SQL, Python",[]
